Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Team
Mateo Kovačić,8.0,CRO,DM,30-008,90,0,0,0,0,2,0,1,0,85,3,3,3,0.0,0.0,0.0,1,0,70,73,95.9,3,38,1,0,0,Manchester City
Rodri,16.0,ESP,DM,27-327,90,0,0,0,0,0,0,0,0,87,4,1,1,0.0,0.0,0.0,2,0,66,76,86.8,7,30,1,0,0,Manchester City
Joško Gvardiol,24.0,CRO,LB,22-112,90,0,0,0,0,1,0,0,0,66,3,3,5,0.1,0.1,0.0,0,0,44,52,84.6,5,32,3,2,2,Manchester City
Manuel Akanji,25.0,SUI,CB,28-300,90,0,0,0,0,0,0,0,0,59,1,0,2,0.0,0.0,0.0,1,0,52,55,94.5,2,33,0,0,0,Manchester City
Rúben Dias,3.0,POR,CB,27-000,90,0,0,0,0,0,0,0,0,69,1,2,1,0.0,0.0,0.0,0,0,60,62,96.8,2,32,0,0,0,Manchester City
Kyle Walker,2.0,ENG,RB,33-352,90,0,0,0,0,0,0,0,0,59,3,0,0,0.0,0.0,0.1,1,0,46,53,86.8,2,27,2,2,1,Manchester City
Ederson,31.0,BRA,GK,30-271,68,0,0,0,0,0,0,0,0,24,0,0,0,0.0,0.0,0.0,0,0,18,21,85.7,0,17,0,0,0,Manchester City
Stefan Ortega,18.0,GER,GK,31-190,22,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,4,8,50.0,0,4,0,0,0,Manchester City
João Pedro,9.0,BRA,"FW,LW",22-232,90,0,1,0,0,1,0,0,0,52,1,0,1,0.1,0.1,0.3,4,1,29,39,74.4,4,25,2,2,1,Brighton
Simon Adingra,24.0,CIV,"LW,RW",22-135,90,0,0,0,0,4,0,0,0,52,3,1,0,0.3,0.3,0.0,1,0,27,36,75.0,1,29,4,4,1,Brighton
Facundo Buonanotte,40.0,ARG,RW,19-144,69,0,0,0,0,0,0,0,0,26,1,0,0,0.0,0.0,0.0,1,0,20,20,100.0,3,17,1,2,0,Brighton
Danny Welbeck,18.0,ENG,FW,33-171,21,1,0,0,0,2,1,0,0,6,0,0,0,0.4,0.4,0.0,1,0,0,2,0.0,0,3,0,0,0,Brighton
Julio Enciso,10.0,PAR,AM,20-113,84,0,0,0,0,2,0,0,0,38,2,0,2,0.1,0.1,0.0,1,0,25,26,96.2,7,25,7,4,2,Brighton
Ansu Fati,31.0,ESP,AM,21-197,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,5,7,71.4,0,5,0,1,0,Brighton
Billy Gilmour,11.0,SCO,DM,22-339,69,0,0,0,0,0,0,0,0,55,0,0,0,0.0,0.0,0.0,1,0,50,53,94.3,5,30,2,2,1,Brighton
Carlos Baleba,20.0,CMR,DM,20-133,21,0,0,0,0,1,0,0,0,23,0,0,0,0.0,0.0,0.0,2,1,20,21,95.2,2,13,0,1,0,Brighton
Pascal Groß,13.0,GER,DM,32-335,90,0,0,0,0,1,0,0,0,88,2,0,0,0.4,0.4,0.2,3,0,74,84,88.1,13,49,3,0,0,Brighton
Igor,3.0,BRA,"CB,LB",26-098,90,0,0,0,0,0,0,0,0,82,3,0,1,0.0,0.0,0.0,1,0,72,78,92.3,3,49,1,1,1,Brighton
Lewis Dunk,5.0,ENG,CB,32-176,45,0,0,0,0,0,0,1,0,41,0,0,1,0.0,0.0,0.0,0,0,33,36,91.7,0,27,0,0,0,Brighton
Valentín Barco,19.0,ARG,LB,19-297,45,0,0,0,0,1,1,0,0,67,2,2,0,0.0,0.0,0.1,3,0,45,59,76.3,6,39,1,2,2,Brighton
Adam Webster,4.0,ENG,CB,29-132,90,0,0,0,0,0,0,0,0,74,2,2,1,0.0,0.0,0.0,1,0,62,65,95.4,4,44,1,1,0,Brighton
Tariq Lamptey,2.0,GHA,RB,23-228,84,0,0,0,0,0,0,0,0,50,1,0,0,0.0,0.0,0.6,4,0,37,44,84.1,1,29,6,1,0,Brighton
Odeluga Offiah,42.0,ENG,RB,21-202,6,0,0,0,0,0,0,0,0,8,0,0,0,0.0,0.0,0.0,0,0,7,8,87.5,1,5,0,0,0,Brighton
Bart Verbruggen,1.0,NED,GK,21-271,90,0,0,0,0,0,0,1,0,31,0,0,0,0.0,0.0,0.0,0,0,28,29,96.6,0,20,0,0,0,Brighton
Nicolas Jackson,15.0,SEN,FW,22-330,89,0,0,0,0,1,0,0,0,25,1,0,0,0.6,0.6,0.1,5,0,16,17,94.1,2,14,3,3,2,Chelsea
Thiago Silva,6.0,BRA,"CB,FW",39-236,1,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,1,3,33.3,1,1,0,0,0,Chelsea
Mykhailo Mudryk,10.0,UKR,LW,23-131,41,0,0,0,0,0,0,0,0,10,0,0,1,0.0,0.0,0.0,1,0,7,8,87.5,0,3,0,1,1,Chelsea
Christopher Nkunku,18.0,FRA,"LW,FW",26-183,49,1,0,0,0,2,1,0,0,38,2,0,1,0.3,0.3,0.1,1,0,22,28,78.6,4,20,1,3,1,Chelsea
Noni Madueke,11.0,ENG,RW,22-066,68,0,0,0,0,1,1,0,0,39,1,0,0,0.0,0.0,0.0,4,1,24,26,92.3,4,21,3,6,1,Chelsea
Raheem Sterling,7.0,ENG,"RW,LW",29-159,22,0,0,0,0,1,1,1,0,7,0,1,0,0.0,0.0,0.0,0,0,4,5,80.0,0,4,0,0,0,Chelsea
Cole Palmer,20.0,ENG,"AM,RW",22-009,89,1,0,0,0,7,2,0,0,45,0,1,2,0.5,0.5,0.6,4,0,18,27,66.7,4,24,4,3,0,Chelsea
Cesare Casadei,31.0,ITA,RW,21-126,1,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Chelsea
Conor Gallagher,23.0,ENG,DM,24-099,89,0,0,0,0,0,0,0,0,64,1,2,1,0.0,0.0,0.0,2,1,45,49,91.8,6,32,1,1,1,Chelsea
Lesley Ugochukwu,16.0,FRA,DM,20-050,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Chelsea
Moisés Caicedo,25.0,ECU,DM,22-195,90,0,0,0,0,0,0,1,0,59,1,0,2,0.0,0.0,0.1,5,0,51,55,92.7,6,21,2,2,1,Chelsea
Marc Cucurella,3.0,ESP,LB,25-298,90,0,1,0,0,0,0,0,0,50,2,0,1,0.0,0.0,0.1,1,1,41,44,93.2,1,17,2,1,0,Chelsea
Benoît Badiashile,5.0,FRA,CB,23-050,90,0,0,0,0,0,0,0,0,63,0,0,1,0.0,0.0,0.0,0,0,50,56,89.3,0,31,1,0,0,Chelsea
Trevoh Chalobah,14.0,ENG,"CB,RB",24-315,90,0,0,0,0,0,0,0,0,92,4,0,2,0.0,0.0,0.0,0,0,68,74,91.9,0,46,1,1,1,Chelsea
Malo Gusto,27.0,FRA,RB,20-362,68,0,1,0,0,2,1,0,0,64,2,1,0,0.1,0.1,0.4,2,1,46,52,88.5,1,30,1,0,0,Chelsea
Reece James,24.0,ENG,RB,24-159,19,0,0,0,0,0,0,0,1,12,0,0,0,0.0,0.0,0.0,0,0,7,9,77.8,0,7,0,1,0,Chelsea
Đorđe Petrović,28.0,SRB,GK,24-220,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,0,0,39,44,88.6,0,17,0,0,0,Chelsea
Bruno Fernandes,8.0,POR,"FW,CM",29-250,89,0,1,0,0,2,1,0,0,68,2,1,2,0.0,0.0,0.4,8,1,43,56,76.8,10,42,5,0,0,Manchester Utd
Christian Eriksen,14.0,DEN,CM,32-091,1,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.1,2,0,3,5,60.0,1,1,0,0,0,Manchester Utd
Scott McTominay,39.0,SCO,"FW,CM,RM",27-159,90,0,0,0,0,2,1,0,0,42,4,1,0,0.2,0.2,0.0,1,0,19,28,67.9,2,19,1,2,0,Manchester Utd
Alejandro Garnacho,17.0,ARG,AM,19-319,82,0,0,0,0,2,1,0,0,24,0,0,2,0.2,0.2,0.0,6,1,13,19,68.4,1,17,4,2,1,Manchester Utd
Marcus Rashford,10.0,ENG,"FW,LM",26-197,8,0,0,0,0,1,0,0,0,11,0,0,0,0.1,0.1,0.0,1,1,4,5,80.0,1,6,0,1,0,Manchester Utd
Amad Diallo,16.0,CIV,AM,21-309,81,1,1,0,0,4,2,1,0,45,1,1,1,0.2,0.2,0.5,2,0,24,30,80.0,1,29,3,4,2,Manchester Utd
Rasmus Højlund,11.0,DEN,"FW,AM",21-101,9,1,0,0,0,1,1,0,0,4,0,0,0,0.0,0.0,0.0,0,0,0,3,0.0,0,4,2,0,0,Manchester Utd
Kobbie Mainoo,37.0,ENG,DM,19-026,82,1,0,0,0,1,1,0,0,37,2,3,2,0.5,0.5,0.0,2,1,21,27,77.8,2,23,4,2,1,Manchester Utd
Lisandro Martínez,6.0,ARG,CB,26-118,8,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,Manchester Utd
Sofyan Amrabat,4.0,MAR,"DM,CM",27-268,90,0,0,0,0,0,0,1,0,50,1,0,2,0.0,0.0,0.1,3,1,40,43,93.0,3,35,1,0,0,Manchester Utd
Diogo Dalot,20.0,POR,LB,25-058,90,0,0,0,0,1,1,0,0,53,1,1,0,0.0,0.0,0.0,2,0,33,42,78.6,3,26,0,1,1,Manchester Utd
Jonny Evans,35.0,NIR,CB,36-133,90,0,0,0,0,0,0,0,0,32,0,4,0,0.0,0.0,0.0,0,0,24,25,96.0,0,24,1,0,0,Manchester Utd
Casemiro,18.0,BRA,CB,32-082,90,0,0,0,0,2,0,1,0,45,3,1,2,0.2,0.2,0.0,3,1,22,31,71.0,2,24,0,0,0,Manchester Utd
Aaron Wan-Bissaka,29.0,ENG,RB,26-171,90,0,0,0,0,1,0,0,0,46,2,2,2,0.0,0.0,0.1,2,0,26,29,89.7,2,22,0,1,0,Manchester Utd
André Onana,24.0,CMR,GK,28-043,90,0,0,0,0,0,0,0,0,47,0,0,0,0.0,0.0,0.0,0,0,29,45,64.4,0,33,0,0,0,Manchester Utd
Alexander Isak,14.0,SWE,FW,24-237,90,0,0,0,0,3,0,0,0,36,1,0,0,0.3,0.3,0.2,5,1,21,23,91.3,4,14,3,2,0,Newcastle Utd
Anthony Gordon,10.0,ENG,"LW,LM",23-081,90,1,0,0,0,3,1,1,0,54,1,0,1,0.8,0.8,0.4,9,0,32,47,68.1,7,34,8,5,4,Newcastle Utd
Jacob Murphy,23.0,ENG,RW,29-081,61,0,1,0,0,0,0,0,0,24,1,1,0,0.0,0.0,0.5,4,1,13,19,68.4,3,12,1,1,0,Newcastle Utd
Miguel Almirón,24.0,PAR,RW,30-095,29,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,1,0,4,4,100.0,0,4,0,1,0,Newcastle Utd
Elliot Anderson,32.0,SCO,LM,21-191,61,0,0,0,0,1,0,1,0,27,0,0,2,0.0,0.0,0.0,1,0,14,18,77.8,2,15,1,2,2,Newcastle Utd
Joelinton,7.0,BRA,"RM,LM",27-275,29,0,0,0,0,3,2,0,0,21,0,0,1,0.2,0.2,0.4,3,0,10,16,62.5,2,10,0,2,1,Newcastle Utd
Bruno Guimarães,39.0,BRA,CM,26-181,90,0,0,0,0,3,1,0,0,61,4,1,0,0.1,0.1,0.0,3,0,43,51,84.3,4,36,0,6,2,Newcastle Utd
Sean Longstaff,36.0,ENG,RM,26-198,76,0,0,0,0,2,1,0,0,33,0,0,2,0.5,0.5,0.2,3,0,22,27,81.5,5,16,2,0,0,Newcastle Utd
Harvey Barnes,15.0,ENG,LW,26-158,14,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,3,1,10,11,90.9,4,10,3,0,0,Newcastle Utd
Lewis Hall,20.0,ENG,LB,19-250,90,1,0,0,0,2,2,0,0,84,1,1,1,0.1,0.1,0.2,4,1,62,72,86.1,8,41,2,2,1,Newcastle Utd
Dan Burn,33.0,ENG,CB,32-006,90,0,0,0,0,2,0,0,0,74,3,0,2,0.1,0.1,0.0,0,0,53,59,89.8,0,27,0,0,0,Newcastle Utd
Emil Krafth,17.0,SWE,"CB,RB",29-287,90,0,0,0,0,1,0,0,0,62,0,0,1,0.0,0.0,0.1,2,0,46,54,85.2,5,28,1,1,1,Newcastle Utd
Kieran Trippier,2.0,ENG,RB,33-239,62,0,0,0,0,0,0,0,0,51,0,1,2,0.0,0.0,0.1,2,0,31,47,66.0,5,14,0,0,0,Newcastle Utd
Fabian Schär,5.0,SUI,CB,32-147,28,0,0,0,0,1,0,1,0,21,0,0,1,0.0,0.0,0.0,0,0,12,15,80.0,3,9,1,0,0,Newcastle Utd
Martin Dúbravka,1.0,SVK,GK,35-121,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,22,23,95.7,0,12,0,0,0,Newcastle Utd
Elijah Adebayo,11.0,ENG,FW,26-133,75,0,0,0,0,1,1,0,0,15,0,0,1,0.1,0.1,0.0,3,1,2,6,33.3,1,10,0,6,1,Luton Town
Cauley Woodrow,10.0,ENG,FW,29-169,15,0,0,0,0,1,1,0,0,6,0,0,2,0.1,0.1,0.0,2,0,2,2,100.0,0,3,0,0,0,Luton Town
Tahith Chong,14.0,NED,LW,24-167,90,0,0,0,0,1,0,0,0,30,0,0,2,0.1,0.1,0.0,3,0,16,20,80.0,0,14,3,2,0,Luton Town
Carlton Morris,9.0,ENG,RW,28-155,90,1,0,1,1,3,1,1,0,29,4,0,0,1.4,0.7,0.0,2,0,12,17,70.6,2,19,3,2,1,Luton Town
Alfie Doughty,45.0,ENG,LM,24-150,90,1,0,0,0,1,1,1,0,53,2,1,4,0.0,0.0,0.2,2,0,27,46,58.7,4,22,1,1,1,Luton Town
Jordan Clark,18.0,ENG,CM,30-240,69,0,0,0,0,3,0,1,0,38,0,1,0,0.1,0.1,0.2,5,0,22,30,73.3,4,17,2,2,1,Luton Town
Pelly Ruddock Mpanzu,17.0,COD,CM,30-307,21,0,0,0,0,0,0,0,0,7,1,0,0,0.0,0.0,0.0,0,0,3,5,60.0,0,1,0,0,0,Luton Town
Albert Sambi Lokonga,28.0,BEL,CM,24-210,90,0,0,0,0,0,0,1,0,53,0,1,0,0.0,0.0,0.0,1,0,41,50,82.0,7,30,1,0,0,Luton Town
Chiedozie Ogbene,7.0,IRL,RM,27-018,75,0,0,0,0,3,1,0,0,45,0,2,0,0.1,0.1,0.0,5,3,24,35,68.6,5,21,4,2,0,Luton Town
Andros Townsend,30.0,ENG,RM,32-308,15,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,2,100.0,0,3,1,1,1,Luton Town
Gabriel Osho,2.0,NGA,CB,25-279,90,0,0,0,0,1,0,0,0,27,2,0,1,0.0,0.0,0.0,1,0,18,20,90.0,0,11,0,0,0,Luton Town
Teden Mengi,15.0,ENG,CB,22-019,16,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,Luton Town
Joseph Johnson,38.0,ENG,CB,18-088,74,0,0,0,0,0,0,1,0,33,0,0,0,0.0,0.0,0.0,0,0,28,33,84.8,2,15,0,0,0,Luton Town
Daiki Hashioka,27.0,JPN,CB,25-002,90,0,0,0,0,0,0,0,0,48,0,0,2,0.0,0.0,0.5,2,0,38,42,90.5,2,30,0,0,0,Luton Town
Thomas Kaminski,24.0,BEL,GK,31-209,75,0,0,0,0,0,0,0,0,26,0,0,0,0.0,0.0,0.0,1,0,22,26,84.6,0,15,0,0,0,Luton Town
James Shea,1.0,ENG,GK,32-338,15,0,0,0,0,0,0,0,0,11,0,0,0,0.0,0.0,0.0,0,0,6,9,66.7,0,3,0,0,0,Luton Town
Raúl Jiménez,7.0,MEX,FW,33-014,89,2,0,0,0,3,2,0,0,46,0,1,1,0.3,0.3,0.1,2,0,30,36,83.3,5,29,1,2,2,Fulham
Rodrigo Muniz,19.0,BRA,FW,23-015,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Fulham
Adama Traoré,11.0,ESP,LW,28-115,78,1,1,0,0,2,1,1,0,29,0,0,1,0.1,0.1,0.2,2,1,21,23,91.3,3,20,4,2,0,Fulham
Bobby Reid,14.0,JAM,LW,31-107,12,0,0,0,0,3,0,0,0,8,1,0,0,0.4,0.4,0.0,1,0,3,3,100.0,1,5,2,0,0,Fulham
Harry Wilson,8.0,WAL,RW,27-058,90,1,2,0,0,3,1,0,0,43,0,0,0,0.2,0.2,0.5,6,2,30,38,78.9,4,26,2,2,2,Fulham
Alex Iwobi,22.0,NGA,AM,28-016,90,0,0,0,0,1,1,0,0,49,1,0,0,0.0,0.0,0.1,6,1,37,42,88.1,4,35,2,0,0,Fulham
João Palhinha,26.0,POR,DM,28-315,89,0,0,0,0,2,1,0,0,65,2,1,3,0.0,0.0,0.0,1,0,48,54,88.9,3,32,0,0,0,Fulham
Timothy Castagne,21.0,BEL,DM,28-166,1,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,1,0,2,2,100.0,0,2,1,0,0,Fulham
Harrison Reed,6.0,ENG,DM,29-113,74,0,1,0,0,1,1,1,0,42,0,0,0,0.0,0.0,0.1,3,2,28,38,73.7,4,18,1,0,0,Fulham
Tom Cairney,10.0,SCO,DM,33-120,16,0,0,0,0,1,1,1,0,11,1,0,0,0.0,0.0,0.0,1,0,8,9,88.9,2,9,0,0,0,Fulham
Antonee Robinson,33.0,USA,LB,26-285,77,0,0,0,0,0,0,1,0,61,4,2,2,0.0,0.0,0.0,2,0,36,46,78.3,6,28,2,4,0,Fulham
Fodé Ballo-Touré,12.0,SEN,LB,27-137,13,0,0,0,0,0,0,0,0,8,1,0,0,0.0,0.0,0.0,0,0,6,8,75.0,0,3,0,0,0,Fulham
Calvin Bassey,3.0,NGA,CB,24-140,90,0,0,0,0,0,0,0,0,49,3,0,1,0.0,0.0,0.0,0,0,41,46,89.1,1,36,0,0,0,Fulham
Tim Ream,13.0,USA,CB,36-227,90,0,0,0,0,0,0,0,0,57,2,0,1,0.0,0.0,0.0,2,0,46,50,92.0,0,29,0,1,1,Fulham
Kenny Tete,2.0,NED,RB,28-223,90,0,0,0,0,0,0,0,0,70,5,0,0,0.0,0.0,0.0,3,2,45,56,80.4,7,36,1,1,0,Fulham
