Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att.1,Succ,Team
Kristoffer Ajer,20.0,NOR,CB,25-289,13,0,0,0,0,0,0,0,0,13,0,0,1,0.0,0.0,0.0,0,0,7,10,70.0,2,5,1,0,0,Brentford
Mark Flekken,1.0,NED,GK,30-232,90,0,0,0,0,0,0,0,0,37,0,0,0,0.0,0.0,0.0,0,0,18,35,51.4,0,19,0,0,0,Brentford
Julián Álvarez,19.0,ARG,"FW,AM",24-000,86,2,0,0,0,2,2,0,0,23,0,0,0,0.9,0.9,0.0,0,0,12,18,66.7,0,11,0,0,0,Manchester City
Sergio Gómez,21.0,ESP,LW,23-149,4,0,0,0,0,0,0,0,0,4,0,0,0,0.0,0.0,0.0,0,0,3,4,75.0,0,2,0,0,0,Manchester City
Jeremy Doku,11.0,BEL,"LW,RW",21-249,90,0,0,0,0,0,0,1,0,64,2,2,0,0.0,0.0,0.2,7,0,41,50,82.0,3,38,11,10,6,Manchester City
Phil Foden,47.0,ENG,RW,23-248,76,0,1,0,0,2,0,0,0,54,0,0,0,0.1,0.1,0.1,3,2,43,52,82.7,5,26,1,0,0,Manchester City
Jack Grealish,10.0,ENG,"LW,AM",28-143,14,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,5,6,83.3,0,3,1,0,0,Manchester City
Kevin De Bruyne,17.0,BEL,AM,32-217,70,0,1,0,0,3,0,0,0,69,2,0,0,0.1,0.1,0.4,5,3,50,60,83.3,6,24,2,4,1,Manchester City
Erling Haaland,9.0,NOR,FW,23-194,20,0,0,0,0,2,0,0,0,8,0,0,1,0.2,0.2,0.0,1,0,3,4,75.0,0,2,1,0,0,Manchester City
Matheus Nunes,27.0,POR,DM,25-157,90,0,1,0,0,2,1,0,0,72,1,0,0,0.1,0.1,0.8,6,1,54,62,87.1,5,37,7,3,2,Manchester City
Rodri,16.0,ESP,DM,27-223,86,1,0,0,0,1,1,0,0,118,1,0,0,0.1,0.1,0.1,1,0,98,113,86.7,7,64,3,3,1,Manchester City
Mateo Kovačić,8.0,CRO,DM,29-270,4,0,0,0,0,0,0,0,0,18,0,0,1,0.0,0.0,0.0,0,0,16,16,100.0,1,6,0,0,0,Manchester City
Joško Gvardiol,24.0,CRO,LB,22-008,90,0,0,0,0,2,0,0,0,116,1,2,0,0.1,0.1,0.0,2,0,104,110,94.5,12,66,1,2,2,Manchester City
Nathan Aké,6.0,NED,CB,28-347,90,0,0,0,0,0,0,0,0,112,1,0,0,0.0,0.0,0.0,0,0,105,111,94.6,2,56,1,1,1,Manchester City
John Stones,5.0,ENG,CB,29-248,90,0,0,0,0,0,0,0,0,111,0,0,2,0.0,0.0,0.0,0,0,98,107,91.6,5,59,0,0,0,Manchester City
Rico Lewis,82.0,ENG,RB,19-071,90,0,0,0,0,0,0,0,0,86,2,1,0,0.0,0.0,0.0,1,0,71,80,88.8,3,32,2,0,0,Manchester City
Ederson,31.0,BRA,GK,30-167,90,0,0,0,0,0,0,1,0,39,0,0,0,0.0,0.0,0.0,0,0,36,38,94.7,1,23,0,0,0,Manchester City
Zeki Amdouni,25.0,SUI,FW,23-058,58,0,0,0,0,2,0,0,0,18,0,0,0,0.2,0.2,0.0,0,0,9,12,75.0,1,7,2,3,1,Burnley
Connor Roberts,14.0,WAL,LB,28-130,32,0,0,0,0,0,0,1,0,11,0,0,0,0.0,0.0,0.0,0,0,7,10,70.0,0,4,0,0,0,Burnley
Lyle Foster,17.0,RSA,FW,23-150,58,0,0,0,0,1,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,6,7,85.7,2,8,3,0,0,Burnley
David Datro Fofana,23.0,CIV,FW,21-040,32,0,1,0,0,0,0,0,0,9,0,0,0,0.0,0.0,1.0,1,1,3,5,60.0,0,7,1,1,1,Burnley
Wilson Odobert,47.0,FRA,LM,19-064,75,0,0,0,0,1,0,0,0,20,0,1,2,0.0,0.0,0.0,1,0,6,12,50.0,0,13,3,3,1,Burnley
Anass Zaroury,19.0,MAR,LM,23-085,15,0,0,0,0,0,0,0,0,11,0,0,1,0.0,0.0,0.0,0,0,6,8,75.0,0,7,1,2,1,Burnley
Josh Brownhill,8.0,ENG,CM,28-043,90,0,0,0,0,1,1,0,0,41,2,0,1,0.0,0.0,0.2,3,0,23,31,74.2,7,15,0,0,0,Burnley
Sander Berge,16.0,NOR,"CM,CB",25-351,90,0,0,0,0,1,0,0,0,30,3,2,2,0.1,0.1,0.0,2,0,20,22,90.9,4,15,1,1,1,Burnley
Jóhann Berg Guðmundsson,7.0,ISL,RM,33-096,58,0,0,0,0,0,0,0,0,15,0,0,2,0.0,0.0,0.2,2,0,4,10,40.0,2,6,0,0,0,Burnley
Aaron Ramsey,21.0,ENG,RM,21-010,32,0,0,0,0,0,0,0,0,15,2,0,0,0.0,0.0,0.0,1,0,10,12,83.3,0,6,0,0,0,Burnley
Ameen Al-Dakhil,28.0,BEL,"LB,CB",21-331,90,1,0,0,0,1,1,0,0,42,2,1,3,1.0,1.0,0.0,1,0,20,28,71.4,2,11,0,0,0,Burnley
Hjalmar Ekdal,18.0,SWE,CB,25-102,85,0,0,0,0,1,1,1,0,45,1,1,2,0.0,0.0,0.0,1,0,25,33,75.8,2,19,0,0,0,Burnley
Han-Noah Massengo,42.0,FRA,CM,22-208,5,0,0,0,0,0,0,0,0,4,1,0,1,0.0,0.0,0.0,0,0,1,2,50.0,0,0,0,0,0,Burnley
Dara O'Shea,2.0,IRL,CB,24-333,90,0,0,0,0,0,0,0,0,43,1,0,3,0.0,0.0,0.0,1,1,27,34,79.4,0,16,0,0,0,Burnley
Vitinho,22.0,BRA,RB,24-192,90,0,0,0,0,0,0,0,0,39,8,2,0,0.0,0.0,0.0,0,0,19,25,76.0,1,15,1,1,0,Burnley
James Trafford,1.0,ENG,GK,21-113,90,0,0,0,0,0,0,0,0,48,0,0,0,0.0,0.0,0.0,0,0,27,45,60.0,0,30,0,0,0,Burnley
Darwin Núñez,9.0,URU,FW,24-221,90,0,1,0,1,10,5,1,0,30,0,0,0,1.4,0.7,0.4,6,1,17,19,89.5,3,19,3,2,1,Liverpool
Luis Díaz,7.0,COL,LW,27-018,90,1,1,0,0,3,2,0,0,53,1,0,2,0.5,0.5,0.1,3,1,30,40,75.0,2,36,7,2,1,Liverpool
Diogo Jota,20.0,POR,RW,27-058,67,1,0,0,0,2,1,0,0,43,1,0,1,0.4,0.4,0.1,4,2,18,33,54.5,4,25,3,3,2,Liverpool
Cody Gakpo,18.0,NED,RW,24-269,23,0,0,0,0,2,1,0,0,19,0,2,0,0.1,0.1,0.0,1,0,13,14,92.9,3,12,2,0,0,Liverpool
Curtis Jones,17.0,ENG,LM,23-001,82,0,0,0,0,1,1,0,0,54,1,1,2,0.0,0.0,0.0,7,0,40,45,88.9,5,35,4,3,1,Liverpool
Bobby Clark,42.0,ENG,LM,18-358,8,0,0,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.0,0,0,2,5,40.0,0,3,0,0,0,Liverpool
Alexis Mac Allister,10.0,ARG,CM,25-038,90,0,0,0,0,3,0,0,0,94,8,1,3,0.1,0.1,0.0,3,1,65,73,89.0,5,48,0,2,1,Liverpool
Dominik Szoboszlai,8.0,HUN,RM,23-098,68,1,0,0,0,3,1,0,0,64,1,0,0,0.3,0.3,0.0,4,0,43,56,76.8,5,31,2,1,1,Liverpool
Harvey Elliott,19.0,ENG,RM,20-302,22,0,0,0,0,1,1,0,0,21,1,0,0,0.0,0.0,0.0,1,0,18,18,100.0,2,14,0,0,0,Liverpool
Joe Gomez,2.0,ENG,LB,26-253,68,0,0,0,0,0,0,0,0,53,3,0,2,0.0,0.0,0.0,4,0,36,44,81.8,8,30,0,1,0,Liverpool
Andrew Robertson,26.0,SCO,LB,29-326,22,0,0,0,0,0,0,0,0,20,1,0,0,0.0,0.0,0.1,1,0,13,19,68.4,0,10,1,0,0,Liverpool
Virgil van Dijk,4.0,NED,CB,32-207,90,0,0,0,0,1,0,0,0,69,0,2,0,0.0,0.0,0.0,2,1,57,64,89.1,2,43,0,0,0,Liverpool
Ibrahima Konaté,5.0,FRA,CB,24-251,90,0,0,0,0,0,0,1,0,71,2,0,0,0.0,0.0,0.1,1,0,53,66,80.3,6,53,0,0,0,Liverpool
Conor Bradley,84.0,NIR,RB,20-206,67,1,2,0,0,1,1,0,0,58,3,0,2,0.1,0.1,0.6,4,1,33,40,82.5,2,36,4,3,1,Liverpool
Trent Alexander-Arnold,66.0,ENG,RB,25-116,23,0,0,0,0,0,0,0,0,26,0,0,1,0.0,0.0,0.0,3,0,20,21,95.2,4,17,0,3,2,Liverpool
Alisson,1.0,BRA,GK,31-121,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,2,0,38,43,88.4,0,34,0,0,0,Liverpool
Cole Palmer,20.0,ENG,"FW,AM,DM",21-270,84,0,0,0,0,0,0,0,0,46,1,0,1,0.0,0.0,0.0,0,0,35,40,87.5,6,36,1,7,4,Chelsea
Cesare Casadei,31.0,ITA,DM,21-021,6,0,0,0,0,0,0,0,0,9,0,0,0,0.0,0.0,0.0,0,0,8,9,88.9,0,5,0,0,0,Chelsea
Raheem Sterling,7.0,ENG,"RW,LW",29-054,90,0,0,0,0,0,0,0,0,35,2,1,0,0.0,0.0,0.0,2,0,13,22,59.1,3,23,3,5,1,Chelsea
Noni Madueke,11.0,ENG,RW,21-327,45,0,0,0,0,0,0,0,0,19,1,0,0,0.0,0.0,0.0,0,0,9,15,60.0,0,12,0,3,1,Chelsea
Mykhailo Mudryk,10.0,UKR,LW,23-026,45,0,0,0,0,1,0,0,0,22,1,0,0,0.4,0.4,0.0,0,0,10,12,83.3,1,19,0,1,1,Chelsea
Conor Gallagher,23.0,ENG,AM,23-359,45,0,0,0,0,0,0,0,0,23,1,0,1,0.0,0.0,0.0,0,0,13,14,92.9,2,14,0,2,0,Chelsea
Christopher Nkunku,18.0,FRA,FW,26-078,45,1,0,0,0,1,1,0,0,19,0,0,0,0.2,0.2,0.0,0,0,12,13,92.3,1,7,0,0,0,Chelsea
Enzo Fernández,8.0,ARG,DM,23-014,90,0,0,0,0,1,1,1,0,102,1,2,4,0.0,0.0,0.0,0,0,73,88,83.0,5,60,1,2,1,Chelsea
Moisés Caicedo,25.0,ECU,DM,22-090,65,0,0,0,0,0,0,1,0,44,0,2,1,0.0,0.0,0.0,0,0,36,39,92.3,2,29,0,0,0,Chelsea
Carney Chukwuemeka,17.0,ENG,AM,20-103,25,0,1,0,0,0,0,0,0,25,0,0,1,0.0,0.0,0.2,1,1,18,23,78.3,1,16,1,0,0,Chelsea
Ben Chilwell,21.0,ENG,LB,27-041,45,0,0,0,0,0,0,1,0,43,3,0,1,0.0,0.0,0.0,1,0,22,30,73.3,2,21,1,1,0,Chelsea
Malo Gusto,27.0,FRA,RB,20-257,45,0,0,0,0,1,1,0,0,48,3,1,0,0.0,0.0,0.4,1,0,35,41,85.4,3,31,3,1,0,Chelsea
Benoît Badiashile,5.0,FRA,"LB,CB",22-311,90,0,0,0,0,0,0,0,0,83,1,1,3,0.0,0.0,0.0,3,1,59,66,89.4,4,43,0,0,0,Chelsea
Thiago Silva,6.0,BRA,CB,39-131,90,0,0,0,0,0,0,0,0,85,0,1,1,0.0,0.0,0.0,0,0,73,76,96.1,5,53,0,0,0,Chelsea
Axel Disasi,2.0,FRA,"CB,RB",25-326,90,0,0,0,0,0,0,1,0,85,0,1,2,0.0,0.0,0.0,0,0,70,74,94.6,1,57,1,2,0,Chelsea
Đorđe Petrović,28.0,SRB,GK,24-115,90,0,0,0,0,0,0,0,0,32,0,0,0,0.0,0.0,0.0,0,0,18,27,66.7,0,20,0,0,0,Chelsea
Jarrod Bowen,20.0,ENG,"FW,LW",27-043,90,0,0,0,0,3,1,1,0,37,2,0,3,0.3,0.3,0.0,1,0,17,25,68.0,0,24,5,1,0,West Ham
James Ward-Prowse,7.0,ENG,AM,29-092,90,1,0,1,1,0,0,0,0,56,0,1,0,0.8,0.0,0.3,5,0,44,52,84.6,5,23,0,2,2,West Ham
Mohammed Kudus,14.0,GHA,"AM,RW",23-183,89,0,0,0,0,0,0,0,0,44,3,1,1,0.0,0.0,0.2,4,1,18,27,66.7,5,35,7,10,5,West Ham
Maxwel Cornet,17.0,CIV,RW,27-127,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0,0,2,3,66.7,0,3,0,0,0,West Ham
Edson Álvarez,19.0,MEX,"LM,DM",26-100,90,0,0,0,0,1,0,0,0,75,6,0,3,0.0,0.0,0.0,1,0,45,52,86.5,3,41,1,1,1,West Ham
Tomáš Souček,28.0,CZE,"CM,DM",28-339,90,0,0,0,0,3,0,0,0,49,3,0,2,0.3,0.3,0.0,0,0,21,33,63.6,4,22,1,0,0,West Ham
Kalvin Phillips,11.0,ENG,RM,28-061,67,0,0,0,0,1,1,0,0,50,4,0,1,0.0,0.0,0.0,0,0,29,36,80.6,2,20,1,2,0,West Ham
Danny Ings,18.0,ENG,FW,31-193,23,0,0,0,0,0,0,0,0,8,0,0,1,0.0,0.0,0.1,1,0,4,6,66.7,0,6,0,2,1,West Ham
Emerson Palmieri,33.0,ITA,LB,29-182,90,0,0,0,0,0,0,0,0,77,5,0,1,0.0,0.0,0.0,0,0,54,65,83.1,5,36,2,2,1,West Ham
Kurt Zouma,4.0,FRA,CB,29-097,90,0,0,0,0,0,0,0,0,70,0,0,0,0.0,0.0,0.0,1,0,49,62,79.0,6,37,0,0,0,West Ham
Konstantinos Mavropanos,15.0,GRE,CB,26-052,90,0,0,0,0,0,0,0,0,56,2,3,4,0.0,0.0,0.0,1,0,33,41,80.5,2,25,1,0,0,West Ham
Ben Johnson,2.0,ENG,RB,24-008,90,0,0,0,0,0,0,0,0,84,2,0,0,0.0,0.0,0.0,3,1,49,71,69.0,3,35,1,7,2,West Ham
Alphonse Areola,23.0,FRA,GK,30-339,90,0,0,0,0,0,0,0,0,31,0,0,0,0.0,0.0,0.0,0,0,18,27,66.7,0,16,0,0,0,West Ham
Dominic Solanke,9.0,ENG,FW,26-140,90,1,0,0,0,1,1,0,0,28,0,0,0,0.5,0.5,0.4,2,0,10,14,71.4,4,15,1,3,2,Bournemouth
Marcus Tavernier,16.0,ENG,LW,24-316,89,0,0,0,0,0,0,0,0,60,3,0,2,0.0,0.0,0.1,3,0,36,44,81.8,6,33,5,4,1,Bournemouth
Romain Faivre,8.0,FRA,AM,25-202,1,0,0,0,0,0,0,1,0,6,0,0,0,0.0,0.0,0.0,0,0,5,5,100.0,0,4,1,1,0,Bournemouth
Antoine Semenyo,24.0,GHA,RW,24-025,67,0,0,0,0,3,2,0,0,30,1,1,1,0.4,0.4,0.0,1,0,14,18,77.8,2,16,3,2,0,Bournemouth
Luis Sinisterra,17.0,COL,"RW,LW",24-229,23,0,0,0,0,1,0,0,0,23,2,0,0,0.1,0.1,0.0,0,0,16,17,94.1,2,19,6,3,1,Bournemouth
Alex Scott,14.0,ENG,AM,20-164,67,0,0,0,0,0,0,0,0,33,1,0,1,0.0,0.0,0.0,2,0,18,25,72.0,2,14,0,2,0,Bournemouth
Justin Kluivert,19.0,NED,"AM,RW",24-272,23,0,0,0,0,0,0,0,0,15,0,0,0,0.0,0.0,0.1,1,0,5,11,45.5,1,8,4,1,0,Bournemouth
Ryan Christie,10.0,SCO,DM,28-344,90,0,0,0,0,1,0,1,0,72,4,4,2,0.0,0.0,0.0,3,0,38,53,71.7,6,37,3,3,3,Bournemouth
Lewis Cook,4.0,ENG,DM,26-363,90,0,0,0,0,1,0,1,0,67,2,1,1,0.0,0.0,0.0,0,0,50,61,82.0,7,23,1,0,0,Bournemouth
Lloyd Kelly,5.0,ENG,LB,25-118,77,0,0,0,0,1,1,0,0,54,5,0,2,0.0,0.0,0.0,2,0,32,42,76.2,2,15,1,0,0,Bournemouth
Milos Kerkez,3.0,HUN,LB,20-086,13,0,0,0,0,0,0,0,0,13,0,0,2,0.0,0.0,0.0,0,0,10,10,100.0,1,7,0,0,0,Bournemouth
Marcos Senesi,25.0,ARG,CB,26-267,90,0,0,0,0,1,0,0,0,76,1,1,1,0.1,0.1,0.0,1,0,48,64,75.0,5,40,0,0,0,Bournemouth
Illia Zabarnyi,27.0,UKR,CB,21-153,90,0,0,0,0,0,0,0,0,66,1,0,3,0.0,0.0,0.1,1,0,40,59,67.8,1,36,0,0,0,Bournemouth
Adam Smith,15.0,ENG,RB,32-278,90,0,0,0,0,0,0,0,0,76,1,0,1,0.0,0.0,0.0,0,0,51,67,76.1,3,32,2,0,0,Bournemouth
Neto,1.0,BRA,GK,34-197,90,0,0,0,0,0,0,0,0,45,0,0,0,0.0,0.0,0.0,0,0,28,43,65.1,0,23,0,0,0,Bournemouth
Jean-Ricner Bellegarde,27.0,FRA,FW,25-219,62,0,0,0,0,0,0,0,0,27,2,0,0,0.0,0.0,0.1,3,0,19,19,100.0,2,13,0,0,0,Wolves
Pablo Sarabia,21.0,ESP,"RW,AM",31-266,28,1,0,1,1,0,0,0,0,20,1,0,0,0.8,0.0,0.0,5,1,12,17,70.6,4,14,1,1,1,Wolves
Matheus Cunha,12.0,BRA,"AM,FW",24-250,90,0,1,0,0,3,1,1,0,54,1,0,0,0.1,0.1,0.1,3,1,29,41,70.7,7,35,7,9,6,Wolves
Pedro Neto,7.0,POR,"AM,LW",23-329,90,1,0,0,0,3,1,0,0,70,2,0,0,0.2,0.2,0.1,7,1,42,56,75.0,7,47,6,7,1,Wolves
Tommy Doyle,20.0,ENG,CM,22-107,81,0,0,0,0,2,1,0,0,71,1,0,0,0.1,0.1,0.0,2,0,62,67,92.5,8,50,1,0,0,Wolves
João Gomes,8.0,BRA,DM,22-354,9,0,0,0,0,0,0,0,0,13,1,0,2,0.0,0.0,0.0,1,0,9,10,90.0,2,7,0,0,0,Wolves
Mario Lemina,5.0,GAB,"CM,DM",30-153,90,0,0,0,0,1,0,0,0,55,4,0,0,0.1,0.1,0.1,6,1,40,45,88.9,4,31,2,1,0,Wolves
Matt Doherty,2.0,IRL,WB,32-016,53,0,0,0,0,0,0,0,0,30,3,0,0,0.0,0.0,0.1,0,0,21,24,87.5,2,14,2,0,0,Wolves
Rayan Aït-Nouri,3.0,ALG,"WB,LB",22-240,37,0,0,0,0,0,0,0,0,29,1,0,1,0.0,0.0,0.0,0,0,19,22,86.4,3,19,3,3,1,Wolves
Nélson Semedo,22.0,POR,"WB,RB",30-077,90,0,0,0,0,2,0,0,0,70,7,1,1,0.0,0.0,0.0,1,0,52,61,85.2,6,47,6,4,3,Wolves
Toti Gomes,24.0,POR,CB,25-016,81,0,0,0,0,0,0,0,0,61,1,1,2,0.0,0.0,0.0,1,0,46,53,86.8,2,39,0,0,0,Wolves
Nathan Fraser,63.0,IRL,FW,18-344,9,0,0,0,0,0,0,0,0,3,0,0,1,0.0,0.0,0.0,0,0,1,1,100.0,0,3,0,0,0,Wolves
Craig Dawson,15.0,ENG,CB,33-271,90,0,1,0,0,2,1,1,0,64,0,0,5,0.2,0.2,0.6,1,1,44,55,80.0,4,39,0,1,1,Wolves
Max Kilman,23.0,ENG,CB,26-254,90,1,0,0,0,2,1,0,0,69,1,1,2,0.7,0.7,0.0,0,0,53,55,96.4,2,41,3,0,0,Wolves
José Sá,1.0,POR,GK,31-015,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,20,24,83.3,0,10,0,0,0,Wolves
Rasmus Højlund,11.0,DEN,FW,20-362,85,1,1,0,0,2,2,0,0,24,1,0,1,1.1,1.1,0.2,4,1,16,16,100.0,2,19,2,1,0,Manchester Utd
Omari Forson,62.0,ENG,FW,19-196,5,0,1,0,0,0,0,0,0,5,0,0,0,0.0,0.0,0.1,0,0,3,5,60.0,1,2,0,0,0,Manchester Utd
Marcus Rashford,10.0,ENG,LW,26-093,72,1,0,0,0,1,1,0,0,27,0,1,1,0.1,0.1,0.0,5,1,19,22,86.4,3,24,8,2,1,Manchester Utd
Antony,21.0,BRA,LW,23-342,18,0,0,0,0,2,0,0,0,13,1,1,0,0.1,0.1,0.0,1,0,2,4,50.0,0,10,1,4,1,Manchester Utd
Alejandro Garnacho,17.0,ARG,RW,19-215,89,0,0,0,0,1,0,1,0,43,3,2,3,0.0,0.0,0.7,8,1,20,27,74.1,0,31,7,5,2,Manchester Utd
Jonny Evans,35.0,NIR,RW,36-029,1,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.7,0,0,2,2,100.0,0,3,0,0,0,Manchester Utd
Bruno Fernandes,8.0,POR,AM,29-146,90,0,1,0,0,5,1,0,0,79,1,0,0,0.6,0.6,0.5,10,1,50,67,74.6,7,46,3,2,1,Manchester Utd
Casemiro,18.0,BRA,DM,31-343,72,0,0,0,0,4,1,1,0,65,5,3,3,0.4,0.4,0.0,0,0,40,45,88.9,3,37,0,0,0,Manchester Utd
Scott McTominay,39.0,SCO,DM,27-055,18,1,0,0,0,2,2,0,0,10,1,0,0,0.9,0.9,0.0,1,0,4,6,66.7,2,7,2,0,0,Manchester Utd
Kobbie Mainoo,37.0,ENG,DM,18-288,90,1,0,0,0,2,1,0,0,48,3,2,1,0.1,0.1,0.0,4,3,30,35,85.7,0,35,2,5,2,Manchester Utd
Luke Shaw,23.0,ENG,LB,28-204,90,0,0,0,0,0,0,1,0,63,1,0,1,0.0,0.0,0.0,4,0,51,57,89.5,3,43,2,4,3,Manchester Utd
Lisandro Martínez,6.0,ARG,CB,26-014,85,0,0,0,0,0,0,1,0,76,2,2,2,0.0,0.0,0.0,1,0,62,65,95.4,1,56,0,0,0,Manchester Utd
Harry Maguire,5.0,ENG,CB,30-333,5,0,0,0,0,0,0,0,0,4,0,0,1,0.0,0.0,0.0,0,0,2,3,66.7,0,2,0,0,0,Manchester Utd
Raphaël Varane,19.0,FRA,CB,30-282,90,0,0,0,0,1,0,0,0,45,1,1,0,0.0,0.0,0.0,0,0,34,38,89.5,1,36,0,0,0,Manchester Utd
Diogo Dalot,20.0,POR,RB,24-320,90,0,0,0,0,1,0,0,0,63,1,1,2,0.0,0.0,0.0,2,1,47,56,83.9,6,39,1,1,0,Manchester Utd
André Onana,24.0,CMR,GK,27-305,90,0,0,0,0,0,0,1,0,46,0,0,0,0.0,0.0,0.0,0,0,30,43,69.8,0,34,0,0,0,Manchester Utd
Dominic Calvert-Lewin,9.0,ENG,FW,26-324,84,0,1,0,0,5,0,0,0,32,1,0,1,0.9,0.9,0.9,1,1,10,16,62.5,1,18,0,0,0,Everton
Beto,14.0,GNB,FW,26-003,6,0,0,0,0,0,0,0,0,1,0,0,1,0.0,0.0,0.0,0,0,0,0,,0,0,0,0,0,Everton
Jack Harrison,11.0,ENG,"FW,RM",27-075,90,1,0,0,0,2,1,0,0,33,1,0,0,0.9,0.9,0.0,2,0,15,23,65.2,1,20,2,4,2,Everton
Dwight McNeil,7.0,ENG,LM,24-073,84,0,0,0,0,1,0,0,0,36,1,1,0,0.0,0.0,0.1,3,0,15,31,48.4,2,19,1,2,1,Everton
Lewis Dobbin,61.0,ENG,LM,21-031,6,0,0,0,0,0,0,1,0,9,1,0,0,0.0,0.0,0.3,1,0,4,6,66.7,1,8,0,2,1,Everton
James Garner,37.0,ENG,CM,22-327,90,0,0,0,0,0,0,1,0,61,4,1,4,0.0,0.0,0.2,4,2,39,49,79.6,4,24,0,2,2,Everton
Idrissa Gana Gueye,27.0,SEN,CM,34-130,90,0,0,0,0,2,0,0,0,54,7,6,0,0.1,0.1,0.0,2,0,30,37,81.1,2,27,1,1,0,Everton
Ashley Young,18.0,ENG,RM,38-209,79,0,0,0,0,0,0,0,0,39,1,0,1,0.0,0.0,0.1,3,0,21,34,61.8,5,27,3,2,2,Everton
Youssef Chermiti,28.0,POR,FW,19-255,11,0,0,0,0,1,1,0,0,4,0,0,0,0.3,0.3,0.0,0,0,2,3,66.7,1,0,0,0,0,Everton
Vitaliy Mykolenko,19.0,UKR,LB,24-250,90,0,0,0,0,0,0,0,0,59,4,2,1,0.0,0.0,0.0,3,0,29,43,67.4,2,22,0,0,0,Everton
Jarrad Branthwaite,32.0,ENG,CB,21-221,90,1,0,0,0,1,1,0,0,42,0,2,0,0.9,0.9,0.0,0,0,31,37,83.8,0,19,0,0,0,Everton
James Tarkowski,6.0,ENG,CB,31-076,90,0,0,0,0,0,0,0,0,62,1,3,2,0.0,0.0,0.7,2,0,35,50,70.0,3,27,0,0,0,Everton
Ben Godfrey,22.0,ENG,RB,26-019,74,0,0,0,0,2,1,1,0,56,3,2,2,0.2,0.2,0.0,0,0,24,38,63.2,3,17,1,1,0,Everton
Séamus Coleman,23.0,IRL,RB,35-115,16,0,0,0,0,0,0,0,0,12,1,0,0,0.0,0.0,0.0,0,0,5,10,50.0,0,7,0,0,0,Everton
Jordan Pickford,1.0,ENG,GK,29-333,90,0,0,0,0,0,0,0,0,44,0,0,0,0.0,0.0,0.0,2,0,24,39,61.5,0,16,0,0,0,Everton
Richarlison,9.0,BRA,FW,26-269,90,2,0,0,0,4,3,0,0,42,1,0,3,0.7,0.7,0.1,2,0,16,24,66.7,1,27,0,3,0,Tottenham
Timo Werner,16.0,GER,LW,27-334,85,0,0,0,0,0,0,0,0,26,1,1,0,0.0,0.0,0.0,3,2,16,21,76.2,2,18,5,0,0,Tottenham
Oliver Skipp,4.0,ENG,CM,23-140,5,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,4,5,80.0,0,1,0,0,0,Tottenham
Brennan Johnson,22.0,WAL,RW,22-256,63,0,0,0,0,0,0,0,0,18,1,0,0,0.0,0.0,0.0,0,0,6,16,37.5,0,11,2,2,1,Tottenham
Dejan Kulusevski,21.0,SWE,"RW,RM",23-284,27,0,0,0,0,0,0,0,0,21,1,0,0,0.0,0.0,0.1,1,0,8,13,61.5,0,14,2,4,2,Tottenham
James Maddison,10.0,ENG,AM,27-072,85,0,1,0,0,2,2,0,0,53,1,1,1,0.1,0.1,0.0,5,1,28,40,70.0,3,36,3,4,1,Tottenham
Bryan Gil,11.0,ESP,"LM,LW",22-357,5,0,0,0,0,0,0,0,0,7,0,0,1,0.0,0.0,0.0,0,0,3,5,60.0,1,4,0,1,1,Tottenham
Rodrigo Bentancur,30.0,URU,DM,26-223,63,0,0,0,0,0,0,0,0,42,1,1,0,0.0,0.0,0.0,0,0,31,38,81.6,2,23,0,1,1,Tottenham
Pape Matar Sarr,29.0,SEN,"DM,CM,RM",21-142,27,0,0,0,0,0,0,0,0,28,1,2,0,0.0,0.0,0.0,0,0,19,22,86.4,1,16,0,1,0,Tottenham
Pierre Højbjerg,5.0,DEN,"DM,LM",28-182,88,0,0,0,0,2,0,0,0,72,3,1,1,0.1,0.1,0.0,0,0,44,57,77.2,3,45,0,2,0,Tottenham
Radu Drăgușin,6.0,ROU,CB,22-000,2,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,2,3,66.7,1,2,1,1,0,Tottenham
Destiny Udogie,38.0,ITA,LB,21-067,90,0,1,0,0,0,0,0,0,78,7,2,0,0.0,0.0,0.6,3,1,40,57,70.2,4,28,2,4,1,Tottenham
Micky van de Ven,37.0,NED,CB,22-290,90,0,0,0,0,0,0,0,0,75,3,1,1,0.0,0.0,0.0,0,0,56,62,90.3,3,49,0,0,0,Tottenham
Cristian Romero,17.0,ARG,CB,25-282,90,0,0,0,0,0,0,0,0,72,2,1,1,0.0,0.0,0.0,0,0,54,63,85.7,3,39,0,0,0,Tottenham
